,question_text,question_topic
4235,"I'm in search of a wall charger, but I don't want to spend any more than $10. Would you happen to have anything like that available? Also, do you have any special promotions happening this month I should know about?",Sales/Promotions
4236,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Coach store instead of sending back to you through the mail?",Omnichannel
4237,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a West Elm store instead of sending back to you through the mail?",Omnichannel
4238,"Could you tell me if there's a coupon I'd be able to use on fishing rods and reels on your website? Also, do you have a rewards club I could maybe sign up for?",Sales/Promotions
4239,"If I order a few items from your site and end up needing to return something, would I be able to take it to one of your stores instead of mailing it back?",Omnichannel
4240,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a JCrew store instead of sending back to you through the mail?",Omnichannel
4241,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Lane Bryant store instead of sending back to you through the mail?",Omnichannel
4242,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at an Office Depot store instead of sending back to you through the mail?",Omnichannel
4243,"Do you ever do price matching? For example, I'm thinking of a situation where one of your competitor is offering an item at a lower price, and you would offer that same price rather than yours. And then do you have any special deals going on right now I should know about?",Sales/Promotions
4244,"Could you give me the main number of your store on Suburban Drive in Newark, DE? I may need to call over there a little later today.",Omnichannel
4245,Do you have any coupons you could offer me at the moment so I can save money on furniture from your site? What benefits would I get for creating an account on your site as opposed to checking out as a guest?,Sales/Promotions
4246,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Macys store instead of sending back to you through the mail?",Omnichannel
4247,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Pier 1 store instead of sending back to you through the mail?",Omnichannel
4248,I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
4249,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Nordstrom store instead of sending back to you through the mail?",Omnichannel
4250,"If I order a few items from your site and end up needing to return something, would I be able to take it to one of your stores instead of mailing it back?",Omnichannel
4251,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Hollister store instead of sending back to you through the mail?",Omnichannel
4252,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Saks Fifth Ave store instead of sending back to you through the mail?",Omnichannel
4253,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at an Abercrombie store instead of sending back to you through the mail?",Omnichannel
4254,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Lululemon store instead of sending back to you through the mail?",Omnichannel
4255,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Neiman Marcus store instead of sending back to you through the mail?",Omnichannel
4256,"I'm going shopping this weekend, and I might stop by your store on Edgewood Rd SW in Cedar Rapids, IA. Do you know if that location has the Modern Renaissance Eye Shadow Palette- item number 1820406 in stock? I don't want to make a wasted trip!",Omnichannel
4257,Is there a JBL members club I could maybe look into signing up with? What kind of deals do you send out to members of your e-mail list?,Sales/Promotions
4258,"My family is going to be visiting some relatives in Fairborn, OH (Zip: 45324) in a week or so. Could you tell me where the closest of your stores is to that location?",Omnichannel
4259,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Lands End store instead of sending back to you through the mail?",Omnichannel
4260,I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
4261,"Could you give me the main number of your store on Suburban Drive in Newark, DE? I may need to call over there a little later today",Omnichannel
4262,I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
4263,Do you have any coupons you could offer me at the moment so I can save money on furniture from your site? What benefits would I get for creating an account on your site as opposed to checking out as a guest?,Sales/Promotions
4264,"If I ever need to return or exchange an item I end up purchasing, would I be able to do so at a Kohls store instead of sending back to you through the mail?",Omnichannel
4265,I was wondering if you happen to have a coupon I could possibly use on sports and diet supplements from your site? Do you have a rewards system I could look into before purchasing anything from your website?,Sales/Promotions
4266,Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
4267,I need a new clutch. Do you have something in purple or lavender?,Product Availability
4268,my girlfriend wants a new clutch for her birthday. Do you have something in purple or lavender?,Product Availability
4269,"When fully reclined, how long is the Warren Recliner (LF2101)?",Product Specifications
4270,Could you tell me how large the JBL flip 4 is in inches? It's #JBLFLIP4BLKAM.,Product Specifications
4271,Do you have any color ink for a Brother HL-L6200DW Mono laser printer?,Product Availability
4272,I need a new clutch. Do you have something in purple or lavender?,Product Availability
4273,I need help finding a clutch for my girlfriend. Do you have something in purple or lavender?,Product Availability
4274,I am working on my back patio and have been looking for natural slate pavers that are at least 16 by 16. Do you have anything that meet those specs?,Product Availability
4275,Could you tell me if I'd be able to machine wash the Tribal Blouse (8916804)?,Product Specifications
4276,I am working on my back patio and have been looking for natural slate pavers that are at least 16 by 16. Do you have anything that meet those specs?,Product Availability
4277,I am looking for a pair of men's chino shorts. Do you have something that sits above the knee in light gray and a size 34 waist?,Product Availability
4278,"When fully reclined, how long is the Arcadia Recliner by Acme Furniture?",Product Specifications
4279,I am looking for a pair of men's chino shorts. Do you have something that sits above the knee in light gray and a size 34 waist?,Product Availability
4280,Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
4281,I'm looking at possibly ordering the Tank Top (163FH) but wanted to ask you if this is made of moisture wicking material?,Product Specifications
4282,Could you tell me if I'd be able to machine wash the blouse (830016)?,Product Specifications
4283,Would you happen to have any straight leg jeans in a dark color and a size 20?,Product Availability
4284,I need a new clutch. Do you have something in purple or lavender?,Product Availability
4285,Do you know if the Testosterone Boost (NTP266) is supposed to be refrigerated?,Product Specifications
4286,I want to get a new yoga mat from your site. What's the thickest mat you have?,Product Availability
4287,"Do you know if the Fountain of Youth performance gel, #60242, is supposed to be refrigerated?",Product Specifications
4288,Does the Its a-DOG-able Baby Girl arrangement  have daisies included in it? I was having a tough time really telling from the picture. The product code is 147189 if that helps.,Product Specifications
4289,I'm trying to find a new clutch for my girlfriend's birthday. Do you have something in purple or lavender?,Product Availability
4290,Do you have any flat whisks available at the moment?,Product Availability
4291,I'm trying to find a new clutch for my girlfriend's birthday. Do you have something in purple or lavender?,Product Availability
4292,"Is the Bijoux bead and chain necklace, #N09519 SBHBOHE48, offered in any other colors, like a vibrant green? I don't see my wife loving the color option pictured.",Product Availability
4293,Do you have any flat whisks available at the moment?,Product Availability
4294,"Im looking at the Milk Makeup Lip + Cheek, #1782028, and was wondering if you carried this in a peach color. Do know about that?",Product Availability
4295,Do you know if the testosteron (Product Code: MSC-60311) is supposed to be refrigerated?,Product Specifications
4296,Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
4297,Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
4298,Do you know if the universal nutrition Animal Test packs are supposed to be refrigerated?,Product Specifications
4299,"When fully reclined, how long is the Massage Recliner (B01DXBB0K6)?",Product Specifications
4300,Do you have any color ink for a Brother HL-L6200DW Mono laser printer?,Product Availability
4301,Do you know if this testosterone supplement 025549 is supposed to be refrigerated?,Product Specifications
4302,Do you have any small rectangular coffee tables in black? I need one for my living room.,Product Availability
4303,Do you know if the  testosterone (609492710116) is supposed to be refrigerated?,Product Specifications
4304,I was wondering: does the wall adapter require any type of special outlet to be used?,Product Specifications
4305,Do you have any men's testosterone boosters?,Product Availability
4306,Could you tell me if I'd be able to machine wash the Bazaar Blouse (8513635)?,Product Specifications
4307,Im looking at the Pure Color Envy sculpting blush and was wondering if you carried this in a peach color. Do know about that?,Product Availability
4308,Do you have any Isaac Asimov books?,Product Availability
4309,I need a new clutch. Do you have something in purple or lavender?,Product Availability
4310,"when would I receive the Jarrow Whey Protein sku:790011210146 if I order today and it's shipping to Fort Myers, FL?",Shipping
4311,"I'm looking for a new lighting fixture, and I'd like to see if you had anything like that on sale right now. Do you, by chance? And then on a separate note, do you have a text message alert service I could sign up for to receive updates on sale items?",Sales/Promotions
4312,"If I sign up for your e-mail list, will I ever get promo codes to be used throughout the website?",Sales/Promotions
4313,"If I sign up for your e-mail list, will I ever get promo codes to be used throughout the website?",Sales/Promotions
4314,"If I follow you guys on Instagram or Facebook, do you have any social media exclusive deals I should look out for?",Sales/Promotions
4315,"I might move ahead with the Premier Orchard Fruit Basket #96094. If I were to order it online, could I get email or text message updates on when it'll be delivered? I wasn't sure if your company offered that or not.",Shipping
4316,Do you have any social media accounts I can follow? I want to be in the know about your latest jewelry styles.,Sales/Promotions
4317,Do you have any sales on women's dresses at the moment?,Sales/Promotions
4318,Are there any promo codes you could give me to get free shipping?,Sales/Promotions
4319,"If I decide to create an account on your website, what benefits would I get by purchasing items as opposed to checking out as a guest?",Sales/Promotions
4320,"If I decide to order the tiny leather satchel by Schouler Product Code: 572383, is there a shipping speed you have that could get this to me in Fort Lauderdale, FL in the next three days?",Shipping
4321,"I usually don't like to sign up for accounts on websites, so I'll probably continue shopping as a guest on your site. But I have a question: would I be unable to return something because I don't have an actual account? I wanted to be sure about that before I moved forward.",Returns & Refunds
4322,"When would I receive the designer whey protein powder Item #033744 if I order today and it's shipping to Fort Myers, FL?",Shipping
4323,"When would I receive the LuckyFit whey protein powder #157716 if I order today and it's shipping to Fort Myers, FL?",Shipping
4324,"I want to get the Filander Upholstered Storage Bedroom Bench HOEE1047 and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
4325,Are there any promo codes you could give me to get free shipping?,Sales/Promotions
4326,"I'm looking for a new lighting fixture, and I'd like to see if you had anything like that on sale right now. Do you, by chance? And then on a separate note, do you have a text message alert service I could sign up for to receive updates on sale items?",Sales/Promotions
4327,Is there a Sur La Table members club I might be able to join?,Sales/Promotions
4328,"If I decide to create an account on your website, what benefits would I get by purchasing items as opposed to checking out as a guest?",Sales/Promotions
4329,Do you have a promo code I'd be able to use on a new mattress from your website?,Sales/Promotions
4330,"I want to get these platform bone heels in a size 8 B00OTRB2BQ and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
4331,"If I decide to create an account on your website, what benefits would I get by purchasing items as opposed to checking out as a guest?",Sales/Promotions
4332,"When would I receive the Pro Jym whey protein if I order today and it's shipping to Fort Myers, FL?",Shipping
4333,Do you have any sales on printer and scanner all-in-one machines?,Sales/Promotions
4334,"When would I receive the double chocolate gold standard whey protein Product Code: OPN-05074 if I order today and it's shipping to Fort Myers, FL?",Shipping
4335,I was wondering if you had any whey protein powders on sale right now?,Sales/Promotions
4336,Is there a Williams-Sonoma members club I might be able to join?,Sales/Promotions
4337,Do you have any sales on printer and scanner all-in-one machines?,Sales/Promotions
4338,"I have a friend who lives in Juneau, Alaska, and I'd like to get her the express kit for her birthday. However, do you know if there are any additional shipping costs to send it all the way up there?",Shipping
4339,"I want to get the Jessica Simpson heel and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
4340,I want to get a home theater speaker system from your site but wanted to see if there would be an extra shipping charge for a large item like that?,Shipping
4341,"If I decide to order the top zip laptop bag SKU 8678819, is there a shipping speed you have that could get this to me in Fort Lauderdale, FL in the next three days?",Shipping
4342,"If I sign up for your e-mail list, what kind of benefits would I get?",Sales/Promotions
4343,Do you have a promo code I'd be able to use on a new mattress from your website?,Sales/Promotions
4344,"If I decide to order the Snake Clutch (SKU: #8755555), is there a shipping speed you have that could get this to me in Fort Lauderdale, FL in the next three days?",Shipping
4345,Do you have a promo code I'd be able to use on a new mattress from your website?,Sales/Promotions
4346,"I want to get the Eno deluxe hammock Item #213HN and would like to know about when I'd receive them if being shipped to Athens, GA?",Shipping
4347,Do you have any sales on women's dresses at the moment?,Sales/Promotions
4348,Do I get advanced access to sales if I sign up for an account on your site?,Sales/Promotions
4349,Do I get advanced access to sales if I sign up for an account on your site?,Sales/Promotions
4350,"When would I receive the goat whey protein powder Item: SWU891 if I order today and it's shipping to Fort Myers, FL?",Shipping
4351,Do I get advanced access to sales if I sign up for an account on your site?,Sales/Promotions
4352,"If I sign up for your e-mail list, what kind of benefits would I get?",Sales/Promotions
4353,I'm looking at possibly ordering the must-have tank WEB ITEM: 158727 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4354,I'm looking at possibly ordering the slub midi skirt style # njmu7541 but wanted to ask you about how long this is in a size 6? Would I be able to machine wash this?,Product Specifications
4355,I'm looking at the adidas shorts SKU 8805807 and the under armour shorts SKU 8776533 and wanted to see if you could tell me which have a longer inseam in a size large? Could I machine wash either pair?,Product Comparison
4356,I'm looking at possibly ordering the high neck tank Item #5343708 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4357,I'm looking at the North Face shorts SKU: #8449514 and the Reebok shorts SKU: #8874114 and wanted to see if you could tell me which have a longer inseam in a size XL? Could I machine wash either pair?,Product Comparison
4358,I think I want to order this plastic utility cart Item # 527946 but wanted to ask you what the weight capacity is? What are the dimensions of the cart?,Product Specifications
4359,"I think I'd like to order the O-Grill portable gas grill Item: 16-2477032 but could you tell me what the overall dimensions of the grill are? Also, does this have a manufacturer's warranty included?",Product Specifications
4360,Does this Leatherman multi-tool Model # 832139 have a scissors attachment? How about a bottle opener attachment? Both of these are important to have.,Product Specifications
4361,Which protein bar has more fat per bar- the Met-Rx peanut butter protein bar SKU #: 786560557146 or the Vega Sport peanut butter protein bar SKU #: 838766080192? Are either of these gluten free?,Product Comparison
4362,"Do you know if the Tmale testosterone booster ITEM # : NT-7221/1778968 is supposed to be refrigerated? If I order it, how many pills a day would I be taking?",Product Specifications
4363,Does the No Lipgloss Lipgloss ITEM 1700111 come in any other colors? Im not sold on the color in the picture. And does it have any moisturizing properties?,Product Specifications
4364,Does the Aerin Lip Gloss come in any other colors? Im not sold on the color in the picture. And does it have any moisturizing properties?,Product Specifications
4365,I may order either the Lawrence sleeper sofa SKU: ALCT3757 or the Athena sleeper sofa SKU: MCRR1650. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
4366,Do either the Pro Kit or the Express Kit come with carrying case included with purchase? That would be ideal. And do both of those come with a battery?,Product Comparison
4367,Could you tell me the megapixel rating on the camera contained on the Samsung Galaxy Tab S2 NOOK? How long would this last on a full charge? I want to make sure it will last on a plane flight.,Product Specifications
4368,"I think I'd like to order the Cuisinart gas grill SKU:  1669662 but could you tell me what the overall dimensions of the grill are? Also, does this have a manufacturer's warranty included?",Product Specifications
4369,I'm looking at possibly ordering the Love tank SKU# 3732065 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4370,"When fully reclined, how long is the Bram recliner Item Number: 322224? What kind of material is this made of?",Product Specifications
4371,I'm looking at possibly ordering the pure body maternity tank #749650 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4372,I really like the looks of both the country cheese gift basket #93029 and the California cheese gift basket #93026. Which one has more product in it? And what type of cheeses are in it?,Product Comparison
4373,Which shoes are lighter in a 9.5- the Asics running shoes or the New Balance? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4374,I'm looking at possibly ordering the striped circle skirt Item Number #241401 but wanted to ask you about how long this is in a size 18? Would I be able to machine wash this?,Product Specifications
4375,Which shoes are lighter in an 8.5- the ASICS trail running shoes or the Nike dart running shoes? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4376,Which protein bar has more fat per bar-chocolate peanut butter Combat Crunch bars or the chocolate peanut butter Nitro-Tech Crunch bars? Are either of these gluten free?,Product Comparison
4377,Which protein bar has more fat per bar- ice cream cookie crunch Pro Supps protein bars Item #: 167450 or the peanut butter chocolate chip Atkins protein bars Item #: 165932? Are either of these gluten free?,Product Comparison
4378,"When fully reclined, how long is the saddle brown recliner Item: 2800260? What kind of material is this made of?",Product Specifications
4379,Does the Leatherman multi-tool Item # 379263 have a scissors attachment? How about a bottle opener attachment? Both of these are important to have.,Product Specifications
4380,Do you know if either the pocket stripe t-shirt Item #8053W or the box t-shirt Item #185KF are made of sweat-wicking material? Which has the looser fit?,Product Comparison
4381,Which protein bar has more fat per bar- chocolate brownie Quest protein bars Product Code: QST-00042 or the rocky road Quest protein bars Product Code: QST-00373? Are either of these gluten free?,Product Comparison
4382,"When fully reclined, how long is the push back recliner Black: 25E785BKBD-1? What kind of material is this made of?",Product Specifications
4383,"When fully reclined, how long is the mid-century recliner Item: 5311696? What kind of material is this made of?",Product Specifications
4384,I'm looking at possibly ordering the supreme comfort tank STYLE NUMBER: 45303516 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4385,"When fully reclined, how long is the Prescott recliner Item: 7423960? What kind of material is this made of?",Product Specifications
4386,I'm looking at possibly ordering the sport tank WEB ITEM: 151762 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4387,Which protein bar has more fat per bar- the chocolate peanut butter Quest protein bars Item: QST033 or the crunchy peanut butter Builder's protein bars Item: CLF011? Are either of these gluten free?,Product Comparison
4388,I'm looking to order the JBL Flip 4 or the JBL Pulse 2 but wanted to ask you which battery lasts longer? Which has better sound quality?,Product Comparison
4389,I'm looking at possibly ordering the graphic tech tee Item #482400VP7 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4390,"When fully reclined, how long is this pushback recliner Web ID: 1153295? What kind of material is this made of?",Product Specifications
4391,I'm looking at possibly ordering the trail tee Item #: TA501158 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4392,"For the Confetti stud earrings, and that's #E12165DSSADI, are they coated with white gold or just sterling silver?",Product Specifications
4393,I'm looking at possibly ordering the ruched silk tank NMF17_TQSVA but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4394,I'm looking at the Figue silk shorts Product Code: 850485 and the Talitha silk shorts Product Code: 867060 and wanted to see if you could tell me which have a longer inseam in a size small? Could I machine wash either pair?,Product Comparison
4395,"I'm looking at possibly ordering the lime boyfriend tank, and it's style code 0400093722853, but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?",Product Specifications
4396,I think I want to order the large tub cart Item: 181649 but wanted to ask you what the weight capacity is? What are the dimensions of the cart?,Product Specifications
4397,I'm looking at possibly ordering the flounced skirt STYLE NO. 58256 but wanted to ask you about how long this is in a size 6? Would I be able to machine wash this?,Product Specifications
4398,I'm looking at possibly ordering the free flow tank top item F6309 but wanted to ask you if this is made of moisture wicking material? Would I be able to machine wash this?,Product Specifications
4399,"I think I want to get the Awning Sreipe Throw (Item: 6082064) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4400,"I think I want to get the Marmot Crux Jacket (Item #9847U) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4401,"I think I may order a game or puzzle from your site for my son but if he sees it and doesn't like it, could I exchange for a different game?",Returns & Refunds
4402,"I think I want to get the Smoke Blue Chenille Plaid Throw (Item: 3082886) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4403,"I think I want to get the Mongolian Lamb Throw - Pearl but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4404,"Are there any benefits for opening an account on your website? Do you have a wishlist feature at all, where I can tag stuff I want and get updates on it when the price drops or it goes on sale? I'm looking at getting a few things, including the BURBERRY Lip Velvet Lipstick (Bright Rose No. 417) (1740778), but I'm a little strapped for cash at the moment",Sales/Promotions
4405,"If I were to get the Spring Passion Tulips [Product Code: 147128], but then wanted to exchange it for something slightly cheaper, would you reimburse me the difference -- or would I just need to eat that?",Returns & Refunds
4406,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4407,"If I order the Badgley Mischka Royal (SKU 8659276) and they don't fit me when I try them on, how would the exchange process work?",Returns & Refunds
4408,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4409,"I'm considering the Starter Kit. However, do you know if there are any time limits that would apply to making a possible return?",Returns & Refunds
4410,"I think I want to get the Lambswool Throw (SKU: LDU1201) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4411,"I think I want to get the Spring Run Trench Jacket (SKU # 99806450) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4412,The Interior/Exterior Roofing Screws [Item # 552682] looks like what I've been searching for. But do you know if you would reimburse for the original shipping costs if I later needed to return it for a refund? I wasn't sure how that works.,Returns & Refunds
4413,"I think I want to get the Military Jacket (Item #487724AJ8) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4414,"I think I want to get the Stretch Jacket (item Number #240896) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4415,"I think I want to get the (Item 19034.) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4416,"If I order the Joie Ailey Jacket (SKU: #8850019) and they don't fit me when I try them on, how would the exchange process work?",Returns & Refunds
4417,"I think I want to get the Tweed Jacket (style # njmu7225) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4418,"I think I want to get the Leather Jacket (Item #683636) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4419,"I think I want to get the Artfasion Women's Slim Tailoring Faux Leather PU Short Jacket Coat (ASIN: B015ZK5XVU) but if my wife does not like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4420,"I think I'm ready to move ahead with the Classic watch [STYLE NUMBER: T7002AXSTBKMAM-D]. If I were to get that from you online and had it sent to my house, would the package come with a slip I could use for a return, if that becomes necessary at some point?",Returns & Refunds
4421,"I'd like to get the Chef'sChoice 1520 Angle Select Electric Knife Sharpener for a friend of mine, and it would be shipped right to him. Would he get everything in the package he might need if he wanted to return it for some reason?",Returns & Refunds
4422,"I think I want to get the Discovery Rain Jacket (Item #: TA284384  ) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4423,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4424,"I think I want to get the SwissGear backpack (Item: 604351) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4425,"I think I want to get the Printed Logo Graphic Hoodie (WEB ITEM: 157397) but if my wife does not like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4426,"I think I want to get the Nylon camo bomber jacket but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4427,"I think I want to get the JBL Flip 4 but if I don't like it after trying it out, would I be able to return it for a gift card?",Returns & Refunds
4428,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4429,"I'd like to get the Global Universal Knife Sharpener for a friend of mine, and it would be shipped right to him. Would he get everything in the package he might need if he wanted to return it for some reason?",Returns & Refunds
4430,"If I order the 100 suede pumps (Product Code: 535955) and they don't fit me when I try them on, how would the exchange process work?",Returns & Refunds
4431,"I think I want to get the Kogmo Women's Faux Leather Zip Up Everyday Bomber Jacket with Stretching Sleeve-L-BLACK but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4432,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4433,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4434,"I think I want to get the Patch Jacket (NMF17_TUYNB) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4435,"I think I want to get the Twill jacket (WEB ITEM: 149426) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4436,The Hex-Washer-Head Concrete Anchors [Internet #202516409] looks like what I've been searching for. But do you know if you would reimburse for the original shipping costs if I later needed to return it for a refund? I wasn't sure how that works.,Returns & Refunds
4437,"I think I want to get the Stripe Blanket & Sham (Item Number: 600779) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4438,"If I get a detox supplement from your site and decide not to use it after seeing it in person, would I be able to return it to you for some kind of refund?",Returns & Refunds
4439,"I think I want to get the SwissGear Backpack (Item # 130230) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4440,"I think I want to get the ThermoBal jacket (Web ID: 2744441) but if my daughter doues not like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4441,"I think I want to get the I Put A Shell On You jacket but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4442,"I think I want to get the Satin Jacket (STYLE NO. 59606) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
4443,I may order either the Item: 2724271 or the Item: 9230538. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
4444,Do you have a navy blue tank top in a women's medium I could see? And would you happen to have any gold flats in a size 8?,Product Availability
4445,Between style # njmu7337 and the style # njmu7794 which is shorter? Do you know if either is machine-washable?,Product Comparison
4446,"Im interested in both the Sumptuous Extreme Waterproof Lash Multiplying Volume Mascara and the Double Wear Zero-Smudge Lengthening Mascara. Is one more known for volumizing than the other? Are they both offered as a waterproof option, also? I need waterproof mascara.",Product Comparison
4447,Which shoes are lighter-WEB ITEM: 164166 or WEB ITEM: 164252? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4448,I may order either the Item: 439732 or Item: 251400. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
4449,Which shoes are lighter- Item #5072623 or Item #871690? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4450,Do you know which one makes coffee quicker- SKU: 2908176 or SKU: 2586162? What's the difference in size between the two?,Product Comparison
4451,"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
4452,I need a new filing cabinet. Do you have any in black to match my office? Do you have any small LED desk lamps?,Product Availability
4453,"I love Product Code: 90228! I would like to get a very large full arrangement, as they are for a special occasion. Do these come in a larger higher flower count option? Im also looking for one of those large white orchidsis that something you have?",Product Availability
4454,"Between Internet #100466655 and Internet #100036481, which one has a larger grind chamber? Also, are they both noise insulated? I have a newborn at home, so I'd prefer something quiet.",Product Comparison
4455,Which shoes are lighter- the TechLoom mesh sneakers #0400091886695 or the Adizero running sneakers #0400090625661? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4456,Which shoes are lighter- the Skechers sneakers #2685297 or the Nike running sneakers #2745215? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4457,Do you know if either the Brooks Podium Tee #TA304320 or the Maine Inland Fisheries tee #TA281962 are made of sweat-wicking material? Which has the looser fit?,Product Comparison
4458,I need a new filing cabinet. Do you have any in black to match my office? Do you have any plain black leather briefcases?,Product Availability
4459,Between the shirtdress by Julia Jordan #243651 and the patterned fit & flare dress #243631 which is shorter? Do you know if either is machine-washable?,Product Comparison
4460,"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
4461,I am looking for a pair of men's chino shorts. Do you have something that sits above the knee in light gray and a size 34 waist? Do you have any men's tights to wear under pants in a large?,Product Availability
4462,Which shoes are lighter- the New Balance snaker #G1378 or the Adidas sneakers #A6791? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
4463,Do you know which one makes coffee quicker- the Bunn 10 cup coffee maker #16-5275909 or the Cuisinart perfect temp coffee maker #16-8393030? What's the difference in size between the two?,Product Comparison
4464,"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
4465,"I really love the look of both the mustique statement ring ID:R13249DS8KTRPRDI and the mustique statement ring in 18K gold ID:R13249DS8KTRPRDI. I would like a more vintage finish, however. Do either of these come in a vintage finish? Also, can I order either of these in a size 5?",Product Comparison
